Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
9960 184 10 7 4 9 77.8919 7.00544
1535 184 10 7 4 9 0.439179 6.55493
9862 184 10 7 4 9 17.4195 8.01659
16 184 10 7 4 9 460.716 0.161881
6527 184 10 7 4 9 271.235 0.190905
520 184 10 7 4 9 969.821 0.250773
2127 184 10 7 4 9 471.126 0.159417
1017 184 10 7 4 9 760.794 0.0483284
2891 184 10 7 4 9 90.6258 6.80221
8326 184 10 7 4 9 54.7902 1.61389
7787 184 10 7 4 9 1593.9 0.152126
9734 184 10 7 4 9 2390.81 0.400642
2290 184 10 7 4 9 120.334 0.139971
8701 184 10 7 4 9 130.267 0.0909154
6995 184 10 7 4 9 68.2089 0.0721705
404 184 10 7 4 9 61.2908 0.182379
1735 184 10 7 4 9 997.872 0.0406915
9164 184 10 7 4 9 209.02 0.118147
5028 184 10 7 4 9 26.7351 7.6099
1314 184 10 7 4 9 56.1987 0.182747
6579 184 10 7 4 9 17414.8 0.133892
8318 184 10 7 4 9 3290.89 0.300567
2094 184 10 7 4 9 453.778 0.145201
1468 184 10 7 4 9 362.558 0.181966
4529 184 10 7 4 9 0.12962 7.30717
222 184 10 7 4 9 300.847 0.18889
2236 184 10 7 4 9 1359.53 0.0761156
1034 184 10 7 4 9 176.189 8.06054
7198 184 10 7 4 9 5538.29 0.357015
7532 184 10 7 4 9 55.2966 0.170358
4367 184 10 7 4 9 161.016 0.0591378
8904 184 10 7 4 9 433.899 0.147353
5467 184 10 7 4 9 174.366 0.0571167
721 184 10 7 4 9 18833.9 0.42754
8844 184 10 7 4 9 0.412163 7.30006
970 184 10 7 4 9 2192.48 1.08924
1338 184 10 7 4 9 461.4 0.0991271
3110 184 10 7 4 9 39.1328 0.166763
1569 184 10 7 4 9 448.12 2.39897
7130 184 10 7 4 9 440.2 0.552957
7207 184 10 7 4 9 10141.3 0.14207
2954 184 10 7 4 9 283.105 0.0949876
72 184 10 7 4 9 139.78 6.98422
9933 184 10 7 4 9 143.888 0.118574
3911 184 10 7 4 9 145.605 0.153924
1831 184 10 7 4 9 8.15272 7.33136
630 184 10 7 4 9 180.009 7.59916
5675 184 10 7 4 9 168.006 0.293452
8841 184 10 7 4 9 416.562 0.405187
1480 184 10 7 4 9 699.532 0.0688047
2360 184 10 7 4 9 295.709 0.145638
