Seed  np arch1 arch2 arch3 chi2/dat duration
7955 199 10 8 9 4.34054 57.237
1029 199 10 8 9 912.328 1.95543
2791 199 10 8 9 663.498 56.6353
6756 199 10 8 9 930.42 56.4718
7098 199 10 8 9 0.941424 61.4833
5570 199 10 8 9 2.05333 60.0597
4014 199 10 8 9 203.516 53.4648
6229 199 10 8 9 1259.89 3.91938
3174 199 10 8 9 1367.16 62.7191
8777 199 10 8 9 1537.32 0.81656
9125 199 10 8 9 837.13 50.6031
3138 199 10 8 9 1.08106 62.0973
8725 199 10 8 9 1547.14 63.4452
1001 199 10 8 9 3993.75 58.9661
8360 199 10 8 9 59.9118 59.6664
7107 199 10 8 9 466.722 53.6485
7092 199 10 8 9 57.3737 49.6343
1080 199 10 8 9 0.931638 56.3539
766 199 10 8 9 245.401 58.2725
6955 199 10 8 9 454.293 51.3646
7634 199 10 8 9 1289.51 53.6179
4415 199 10 8 9 19.6155 57.7352
3800 199 10 8 9 89.3738 55.9188
903 199 10 8 9 824.575 52.363
1021 199 10 8 9 5.81963 55.7349
288 199 10 8 9 1.38589 51.9716
9046 199 10 8 9 4640.06 1.14267
5744 199 10 8 9 5.97582 59.6219
5542 199 10 8 9 0.971914 52.4815
2082 199 10 8 9 2.38258 57.8718
9752 199 10 8 9 122.222 51.3154
4294 199 10 8 9 7.26464 59.7622
4643 199 10 8 9 0.947595 58.8811
4530 199 10 8 9 1.07805 53.4211
1384 199 10 8 9 927.811 60.0619
8733 199 10 8 9 1182.5 55.2278
4864 199 10 8 9 1182.13 54.4153
2387 199 10 8 9 2193.23 52.2953
8688 199 10 8 9 19.4115 57.1437
4572 199 10 8 9 1048.79 6.16221
5508 199 10 8 9 156.003 59.3703
159 199 10 8 9 430.877 51.8662
2022 199 10 8 9 1234.18 24.2499
6032 199 10 8 9 8441.01 0.499069
2545 199 10 8 9 0.922859 53.7228
6947 199 10 8 9 0.885748 58.4986
1364 199 10 8 9 275.862 54.8305
5147 199 10 8 9 8612.47 0.251329
8329 199 10 8 9 205.865 58.8024
2044 199 10 8 9 2107.2 2.20526
1729 199 10 8 9 291.938 58.017
