Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
8997 151 7 5 7 6 1.22367e+06 0.164356
422 151 7 5 7 6 16951.9 0.169104
1647 151 7 5 7 6 36567 0.240068
9072 151 7 5 7 6 10.1925 60.108
308 151 7 5 7 6 35557.4 0.162694
8408 151 7 5 7 6 92340.1 0.162212
2481 151 7 5 7 6 10762.5 0.253556
6255 151 7 5 7 6 56908.5 0.24856
9503 151 7 5 7 6 1.55482e+06 0.160759
3037 151 7 5 7 6 1355.17 0.161008
6635 151 7 5 7 6 319422 0.162767
491 151 7 5 7 6 835.577 0.26094
5492 151 7 5 7 6 8585.85 0.253624
5806 151 7 5 7 6 2802.91 0.160539
1247 151 7 5 7 6 1.17632e+07 0.164393
457 151 7 5 7 6 29625.8 0.162675
9088 151 7 5 7 6 22519.9 0.16319
3365 151 7 5 7 6 1.15761e+08 0.240687
2308 151 7 5 7 6 656.681 0.176007
3593 151 7 5 7 6 259771 0.161528
7589 151 7 5 7 6 19225 0.160731
4653 151 7 5 7 6 5364.52 0.161566
2684 151 7 5 7 6 19771.3 0.16212
215 151 7 5 7 6 23714.1 0.164232
5396 151 7 5 7 6 0.60087 54.6104
9192 151 7 5 7 6 22543.8 0.241451
8815 151 7 5 7 6 777953 0.245602
121 151 7 5 7 6 13198.8 0.266696
8847 151 7 5 7 6 2017.05 0.165059
9652 151 7 5 7 6 65705.1 0.241221
1285 151 7 5 7 6 1753.57 0.162706
7971 151 7 5 7 6 13321.2 0.169182
7255 151 7 5 7 6 1642.9 0.163096
783 151 7 5 7 6 54092.1 0.161336
4736 151 7 5 7 6 69.3464 3.11493
209 151 7 5 7 6 4888.27 0.162792
8397 151 7 5 7 6 2240.8 0.754955
3429 151 7 5 7 6 366.439 3.53426
5982 151 7 5 7 6 24515.8 0.174919
8333 151 7 5 7 6 21245.1 0.253258
1093 151 7 5 7 6 67120.1 0.161695
197 151 7 5 7 6 51270.9 0.162886
8031 151 7 5 7 6 4968.31 0.164193
5217 151 7 5 7 6 1.05816e+06 0.162327
5309 151 7 5 7 6 43200.9 0.17077
6393 151 7 5 7 6 7036.4 0.162457
5141 151 7 5 7 6 39787.8 0.164055
4265 151 7 5 7 6 4859.72 0.163238
7595 151 7 5 7 6 7032.17 0.249429
3178 151 7 5 7 6 16066 0.162229
6712 151 7 5 7 6 3711.54 0.271115
