Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
1606 173 5 5 10 6 45280.6 0.280653
4189 173 5 5 10 6 194.713 9.37673
1198 173 5 5 10 6 96494.4 0.2808
2791 173 5 5 10 6 927.885 0.297688
6137 173 5 5 10 6 35262.8 0.191942
3806 173 5 5 10 6 5535.48 0.189919
7795 173 5 5 10 6 10357 0.298852
779 173 5 5 10 6 7.48166 78.0729
801 173 5 5 10 6 4563.35 0.200304
2997 173 5 5 10 6 2656.71 0.187663
7157 173 5 5 10 6 7.83893e+06 0.18997
4631 173 5 5 10 6 369023 0.193076
7236 173 5 5 10 6 23928.3 0.189388
1580 173 5 5 10 6 3059.29 1.36113
3273 173 5 5 10 6 172.114 0.20746
1311 173 5 5 10 6 30877.9 0.187502
9812 173 5 5 10 6 68388.8 0.190713
2617 173 5 5 10 6 679573 0.186522
5729 173 5 5 10 6 109057 0.281401
8772 173 5 5 10 6 6489.87 0.295668
672 173 5 5 10 6 1.26108e+07 19.9466
780 173 5 5 10 6 5755.05 0.591262
3529 173 5 5 10 6 2312.71 61.6978
484 173 5 5 10 6 23694.7 0.201573
2500 173 5 5 10 6 229129 0.188686
3063 173 5 5 10 6 1661.67 0.189139
1351 173 5 5 10 6 28822.8 0.291611
1190 173 5 5 10 6 13505.3 0.200767
4629 173 5 5 10 6 27534.7 0.19147
3578 173 5 5 10 6 306.295 91.7936
5949 173 5 5 10 6 51960.1 0.280111
1303 173 5 5 10 6 10227.5 0.188446
2510 173 5 5 10 6 122219 0.190685
2137 173 5 5 10 6 499564 0.299988
3548 173 5 5 10 6 360040 0.191514
8736 173 5 5 10 6 646342 0.191554
5901 173 5 5 10 6 21230.9 0.186475
5538 173 5 5 10 6 19688.2 0.190805
2905 173 5 5 10 6 91187.8 0.188853
8233 173 5 5 10 6 7956 0.187602
2437 173 5 5 10 6 9984.99 0.192079
9526 173 5 5 10 6 67038 0.3022
1578 173 5 5 10 6 597.369 3.36268
3221 173 5 5 10 6 4253.7 0.18876
1080 173 5 5 10 6 1.18453e+07 0.191056
7739 173 5 5 10 6 6.82978e+06 0.19057
8666 173 5 5 10 6 6.85103e+07 0.279643
603 173 5 5 10 6 45237.6 0.194321
2890 173 5 5 10 6 145355 0.188962
8370 173 5 5 10 6 5455.8 0.189145
1078 173 5 5 10 6 115145 0.190124
