Seed  np arch1 arch2 chi2/dat duration
2647 47 8 3 26141.2 60.9416
52 47 8 3 63601.6 0.492026
1851 47 8 3 110864 0.458453
5752 47 8 3 475396 0.476057
3138 47 8 3 380499 0.44814
6062 47 8 3 2.23244e+06 0.481843
511 47 8 3 1.02959e+06 0.454746
5604 47 8 3 4667.53 1.62258
6752 47 8 3 5.68783e+06 0.444734
884 47 8 3 291784 0.524031
3403 47 8 3 350865 0.471017
9863 47 8 3 136.399 125.048
7823 47 8 3 4.47966e+06 0.492445
5484 47 8 3 1.19513e+06 0.308655
5016 47 8 3 3336.87 15.8671
9575 47 8 3 42738.3 0.301662
4641 47 8 3 286101 0.504444
8327 47 8 3 297579 56.8305
2659 47 8 3 286390 0.648418
7778 47 8 3 2.13271e+07 0.302176
4360 47 8 3 35.3718 124.5
9706 47 8 3 334806 11.6371
4619 47 8 3 190536 0.302955
9394 47 8 3 84.5285 132.292
5732 47 8 3 43229.6 0.803406
3522 47 8 3 2.88009e+08 0.443219
2095 47 8 3 628124 0.306725
9395 47 8 3 685091 0.517027
2791 47 8 3 2375.6 112.639
7989 47 8 3 4.18317e+06 0.444682
6327 47 8 3 48942.1 0.307777
5914 47 8 3 293106 0.304732
5008 47 8 3 220261 0.445181
8611 47 8 3 531079 0.458224
7998 47 8 3 1.63125e+07 0.45009
3632 47 8 3 89717.7 0.617005
1443 47 8 3 4782.46 0.333543
9525 47 8 3 817.579 111.106
4268 47 8 3 141651 41.4059
1294 47 8 3 711710 0.304451
4068 47 8 3 1.20397e+06 0.44681
6572 47 8 3 1.54968e+07 0.470635
286 47 8 3 421642 0.311623
3363 47 8 3 1154.45 0.530164
435 47 8 3 80162 0.593167
8544 47 8 3 3.9494e+06 0.48173
6711 47 8 3 256259 0.307742
2285 47 8 3 8211.84 0.462417
29 47 8 3 1.08631e+06 0.492358
8441 47 8 3 54460.2 0.44452
8200 47 8 3 32322.8 88.2313
