Seed  np arch1 arch2 arch3 chi2/dat duration
2094 120 4 9 6 69961.1 0.159239
411 120 4 9 6 297766 0.103913
6212 120 4 9 6 58215.8 0.151922
881 120 4 9 6 11663 0.162365
5837 120 4 9 6 61896.2 10.5018
6529 120 4 9 6 12023.9 0.10486
9742 120 4 9 6 9.64173e+06 0.203682
6636 120 4 9 6 110527 0.104583
675 120 4 9 6 147451 0.104757
8863 120 4 9 6 917825 7.65834
8456 120 4 9 6 217733 0.103661
3647 120 4 9 6 294542 0.156994
7246 120 4 9 6 41248.6 0.163777
1871 120 4 9 6 25682.2 0.111096
5939 120 4 9 6 3967 0.104406
653 120 4 9 6 71629.4 0.161685
6439 120 4 9 6 79584.2 5.40437
1856 120 4 9 6 2.71127 40.2115
2397 120 4 9 6 17284 0.167898
4519 120 4 9 6 102726 0.103037
2010 120 4 9 6 24033.1 0.103259
499 120 4 9 6 16978.6 0.103705
2805 120 4 9 6 61418.2 0.162806
3066 120 4 9 6 24860.9 18.8688
6238 120 4 9 6 9313.76 0.15527
7617 120 4 9 6 3286.42 0.103534
5806 120 4 9 6 3817.44 0.162463
7308 120 4 9 6 4065.05 0.156828
7107 120 4 9 6 7.96029e+09 0.152904
7291 120 4 9 6 423.568 0.165507
4862 120 4 9 6 581376 11.0221
8243 120 4 9 6 1.54098e+07 5.08297
6797 120 4 9 6 3999.67 0.103705
9491 120 4 9 6 2.27973e+06 0.104003
7192 120 4 9 6 176.784 33.8668
7318 120 4 9 6 17.463 38.3737
5364 120 4 9 6 186950 0.153526
3662 120 4 9 6 15549.8 0.163959
2341 120 4 9 6 1809.15 1.62715
3495 120 4 9 6 8426.27 0.103349
6670 120 4 9 6 135699 0.104767
1020 120 4 9 6 88248.3 0.101753
4179 120 4 9 6 22173.3 0.212052
9413 120 4 9 6 224295 0.105947
3899 120 4 9 6 2274.78 11.4197
32 120 4 9 6 45586.2 1.92323
3166 120 4 9 6 21101 0.10791
3641 120 4 9 6 5446.24 0.157036
79 120 4 9 6 4160.37 0.103331
9260 120 4 9 6 17971.2 0.156747
805 120 4 9 6 12507.6 0.151861
