Seed  np arch1 arch2 arch3 chi2/dat duration
1408 71 4 6 4 3962.5 0.0961033
8745 71 4 6 4 19926.9 0.096316
8582 71 4 6 4 41.0157 1.19516
9620 71 4 6 4 12214 0.0616754
8885 71 4 6 4 208.632 1.55687
7214 71 4 6 4 500.949 0.0892592
1152 71 4 6 4 2470.93 0.063265
3529 71 4 6 4 700.187 26.3628
1189 71 4 6 4 53474.5 0.103889
9832 71 4 6 4 30364.8 0.0914617
1225 71 4 6 4 120511 0.0610572
9234 71 4 6 4 2099.67 0.0955058
8516 71 4 6 4 1125.12 1.08744
8433 71 4 6 4 156502 0.0605253
3406 71 4 6 4 39.3267 22.2135
704 71 4 6 4 68211.9 0.0915447
2924 71 4 6 4 432.537 0.0932862
1237 71 4 6 4 56249.2 0.103496
4174 71 4 6 4 199.503 0.101155
1035 71 4 6 4 96.2909 0.063273
2475 71 4 6 4 11686.5 5.10203
8903 71 4 6 4 1154.14 0.0936435
5553 71 4 6 4 9417.34 0.0916517
5937 71 4 6 4 114.708 53.1858
3978 71 4 6 4 430886 0.0616757
1502 71 4 6 4 2130.14 0.0960406
7835 71 4 6 4 318913 0.0648793
3487 71 4 6 4 36868.3 0.0602808
1939 71 4 6 4 16683.3 0.0971352
6738 71 4 6 4 652962 0.0607105
9007 71 4 6 4 3828.85 0.0917077
2820 71 4 6 4 1076.06 6.4655
8222 71 4 6 4 347268 0.0616844
8813 71 4 6 4 296.495 0.102103
2967 71 4 6 4 429.233 0.0975966
2915 71 4 6 4 10681.8 0.0925458
2572 71 4 6 4 431128 0.0595797
212 71 4 6 4 7007.12 0.0953866
960 71 4 6 4 4492.55 0.0893336
2694 71 4 6 4 980.123 0.0616662
9753 71 4 6 4 3609.03 0.775375
2983 71 4 6 4 151.142 0.314988
2578 71 4 6 4 1.84853e+06 0.0912364
3517 71 4 6 4 846.72 0.799494
8591 71 4 6 4 857.495 0.067207
8469 71 4 6 4 4242.01 2.97191
322 71 4 6 4 5.60388e+06 0.0895348
2489 71 4 6 4 18754.2 0.0602744
8856 71 4 6 4 145724 0.0611478
2486 71 4 6 4 558072 0.0891839
3554 71 4 6 4 447967 0.0934215
