Seed  np arch1 arch2 arch3 chi2/dat duration
8827 179 4 10 10 5.38912e+06 0.248638
4639 179 4 10 10 19455.3 0.24891
6090 179 4 10 10 1.26767 59.0658
5572 179 4 10 10 2822.13 0.239264
4856 179 4 10 10 2.70927 58.9135
6408 179 4 10 10 889.843 18.4121
593 179 4 10 10 53190 59.0545
670 179 4 10 10 45146.8 0.159542
5406 179 4 10 10 458.661 2.57018
3562 179 4 10 10 10629.3 0.326567
271 179 4 10 10 7.56122e+06 0.240606
1090 179 4 10 10 109108 0.235882
9253 179 4 10 10 105834 0.159754
6659 179 4 10 10 129671 2.67821
2116 179 4 10 10 3859.18 0.247757
6230 179 4 10 10 67338.1 11.1544
5736 179 4 10 10 128391 0.237442
7935 179 4 10 10 27481 0.247829
9462 179 4 10 10 202.857 1.44187
1887 179 4 10 10 91350.9 0.326696
9335 179 4 10 10 262197 0.265337
7668 179 4 10 10 93878.9 1.76321
3409 179 4 10 10 32336.8 0.332934
8043 179 4 10 10 1506.54 6.91892
6169 179 4 10 10 44147.8 1.86144
9998 179 4 10 10 41.0289 74.5823
2262 179 4 10 10 170.183 74.0251
8064 179 4 10 10 1.3106e+06 0.1763
7040 179 4 10 10 207531 0.158212
9484 179 4 10 10 1.5555e+06 0.235496
9327 179 4 10 10 20166.3 0.161337
3214 179 4 10 10 447.052 0.254185
8807 179 4 10 10 81.6128 60.6663
5055 179 4 10 10 4968.66 0.26413
9188 179 4 10 10 0.461312 66.7879
784 179 4 10 10 5.35403e+06 19.0402
421 179 4 10 10 2.68409e+07 61.4031
5541 179 4 10 10 771650 0.925099
3874 179 4 10 10 245263 0.250354
118 179 4 10 10 2657.13 25.8979
9067 179 4 10 10 16.1681 59.4462
7357 179 4 10 10 303739 0.15979
2328 179 4 10 10 108798 0.185013
3625 179 4 10 10 160888 8.05443
8773 179 4 10 10 2848.6 0.339285
7280 179 4 10 10 51542.2 0.345223
7421 179 4 10 10 195172 0.236154
1128 179 4 10 10 4.53609 62.8432
6698 179 4 10 10 1576.99 0.34775
1696 179 4 10 10 1333.78 56.6557
6079 179 4 10 10 56870.1 3.53774
