Seed  np arch1 arch2 arch3 chi2/dat duration
2005 111 9 6 4 99970.8 0.146961
6583 111 9 6 4 783284 0.0965209
266 111 9 6 4 1774.48 0.0954772
1606 111 9 6 4 5795.12 7.50898
5720 111 9 6 4 12307.2 0.100485
5971 111 9 6 4 65035.3 0.141669
7064 111 9 6 4 415992 0.0975991
6799 111 9 6 4 12222.1 0.147096
3072 111 9 6 4 17983.7 0.0979688
1800 111 9 6 4 2731.14 0.206971
8866 111 9 6 4 4.82273e+06 0.0978163
5131 111 9 6 4 1.24849e+06 0.146205
74 111 9 6 4 419644 0.146926
9832 111 9 6 4 25496.4 0.0962503
2429 111 9 6 4 44002.4 0.14711
9977 111 9 6 4 562453 0.146606
9270 111 9 6 4 50409.2 0.141804
6048 111 9 6 4 9286.79 0.0971767
491 111 9 6 4 8569.41 0.0967015
2015 111 9 6 4 9384.61 1.27709
9509 111 9 6 4 30396 0.0950178
5019 111 9 6 4 237124 0.141436
2364 111 9 6 4 373.348 0.0965367
1982 111 9 6 4 13443.5 0.0945921
6747 111 9 6 4 1401.18 0.646245
3573 111 9 6 4 1867.99 0.10503
8441 111 9 6 4 0.383543 42.2869
9159 111 9 6 4 3376.41 0.146901
9704 111 9 6 4 1749.94 0.144474
5225 111 9 6 4 4246.17 0.0974574
4662 111 9 6 4 53529.7 10.5204
2171 111 9 6 4 9.93969e+07 0.141696
4201 111 9 6 4 28764.2 0.102402
3294 111 9 6 4 372971 0.100959
2652 111 9 6 4 4.75699e+06 0.142307
509 111 9 6 4 18804.4 0.144695
889 111 9 6 4 8285.6 0.099796
8544 111 9 6 4 3176.55 0.10794
6543 111 9 6 4 577.365 0.15284
9323 111 9 6 4 9052.58 0.0958168
6224 111 9 6 4 108461 0.101597
7954 111 9 6 4 410.853 0.0945812
2245 111 9 6 4 10783.9 0.14667
9803 111 9 6 4 3985.52 0.0949783
9627 111 9 6 4 184687 0.0947208
9422 111 9 6 4 68167.2 0.0957516
4829 111 9 6 4 4601.66 0.0967899
1272 111 9 6 4 2.6614 40.1778
1264 111 9 6 4 48541.3 0.0971707
7922 111 9 6 4 368305 0.0967269
886 111 9 6 4 582.16 44.7514
