Seed  np arch1 arch2 arch3 chi2/dat duration
4888 113 10 4 8 300.389 0.100586
3848 113 10 4 8 580.603 8.24335
6420 113 10 4 8 2144.71 1.27203
2773 113 10 4 8 2.97207e+06 0.148391
3323 113 10 4 8 10313.2 0.102222
7748 113 10 4 8 21628.4 0.09962
8236 113 10 4 8 1036.5 0.158463
490 113 10 4 8 6.83105e+06 0.101615
7420 113 10 4 8 49344.6 0.665983
3556 113 10 4 8 22550.9 0.149582
3488 113 10 4 8 3728.15 0.156339
6175 113 10 4 8 253465 0.100466
5122 113 10 4 8 163310 0.102307
4094 113 10 4 8 762114 0.101819
709 113 10 4 8 6897.43 0.100483
842 113 10 4 8 63.0409 0.166094
4881 113 10 4 8 564.536 0.107214
6190 113 10 4 8 43098.3 0.148367
1260 113 10 4 8 5045.16 0.169454
1929 113 10 4 8 4040.33 0.158728
3089 113 10 4 8 1771.13 0.164131
7874 113 10 4 8 2723.29 0.101023
378 113 10 4 8 12882.3 0.100079
1330 113 10 4 8 1.29668e+06 0.149174
2270 113 10 4 8 2721.02 0.100828
8399 113 10 4 8 20.4078 48.0546
3765 113 10 4 8 148.831 37.8624
2903 113 10 4 8 6126.7 0.148325
4387 113 10 4 8 8705.81 0.101537
5133 113 10 4 8 64237.8 0.163775
137 113 10 4 8 12674.5 0.153547
9964 113 10 4 8 23477.8 0.0998316
2515 113 10 4 8 13615.8 0.156961
2216 113 10 4 8 61481.9 0.100418
399 113 10 4 8 517986 10.5437
9984 113 10 4 8 110916 0.101436
4608 113 10 4 8 70575.1 0.0989722
2059 113 10 4 8 9630.07 18.6647
150 113 10 4 8 22362.7 0.150892
5008 113 10 4 8 3947.72 0.14809
4788 113 10 4 8 2440.78 0.101666
329 113 10 4 8 2.21822e+06 0.148041
6226 113 10 4 8 134204 0.151082
3568 113 10 4 8 18632 0.102042
6623 113 10 4 8 7.47591e+06 0.101026
1890 113 10 4 8 2369.12 0.154427
4050 113 10 4 8 12736.1 0.102185
9306 113 10 4 8 2796.22 0.153574
3055 113 10 4 8 9297.57 0.162205
507 113 10 4 8 1.52976e+07 0.147785
3528 113 10 4 8 10230 0.154211
