Seed  np arch1 arch2 arch3 chi2/dat duration
701 191 9 10 6 1018.68 0.283478
9660 191 9 10 6 255890 0.254007
7133 191 9 10 6 414669 0.172813
7156 191 9 10 6 537.43 8.59071
7933 191 9 10 6 1371.39 0.276957
2426 191 9 10 6 3.55213 58.553
471 191 9 10 6 39435.8 0.253772
709 191 9 10 6 9923.55 0.176322
9077 191 9 10 6 11125.7 0.170755
1227 191 9 10 6 6726.23 2.19591
5697 191 9 10 6 4450.71 8.3807
2192 191 9 10 6 31422 0.271567
2868 191 9 10 6 14115.4 0.174653
4291 191 9 10 6 16366.5 0.284085
7246 191 9 10 6 47366.8 6.71319
1592 191 9 10 6 35451.1 0.173543
6281 191 9 10 6 3326.67 0.173357
4662 191 9 10 6 123995 0.16902
2404 191 9 10 6 12202.4 0.268645
355 191 9 10 6 121287 0.263337
7080 191 9 10 6 53.2103 58.4388
7969 191 9 10 6 4.56322e+06 0.169454
9409 191 9 10 6 653.72 6.47341
4494 191 9 10 6 30115.8 0.258878
4101 191 9 10 6 246.564 4.6044
3458 191 9 10 6 307454 0.17344
2939 191 9 10 6 3269.59 0.546188
2318 191 9 10 6 1071.85 16.4254
9127 191 9 10 6 111.989 9.26205
4994 191 9 10 6 19058.8 0.176458
308 191 9 10 6 16374.8 13.9565
1990 191 9 10 6 544.542 0.622366
2231 191 9 10 6 15097.2 0.172879
1443 191 9 10 6 1.67288e+06 0.273247
3773 191 9 10 6 18131.1 0.287482
6029 191 9 10 6 37511 0.255342
7460 191 9 10 6 5595.76 0.174916
146 191 9 10 6 7469.88 0.171091
1821 191 9 10 6 240.806 0.276783
4381 191 9 10 6 669396 0.25868
1303 191 9 10 6 294.915 0.17502
6054 191 9 10 6 853563 0.267407
1181 191 9 10 6 2.6986e+07 0.173712
7300 191 9 10 6 25740.3 0.173233
7838 191 9 10 6 5851.85 0.262423
982 191 9 10 6 9015.34 0.177155
6677 191 9 10 6 3658.42 0.272564
2909 191 9 10 6 76035.3 0.17604
1315 191 9 10 6 9.59304e+06 0.255109
812 191 9 10 6 2380.05 0.272295
405 191 9 10 6 132828 0.267238
