Seed  np arch1 arch2 arch3 chi2/dat duration
4982 153 7 9 6 38538.7 0.216456
9044 153 7 9 6 7090.92 0.136586
6849 153 7 9 6 45124.4 0.208631
312 153 7 9 6 43.0724 50.9983
975 153 7 9 6 2.00484e+06 0.204863
1290 153 7 9 6 784.454 1.58566
2379 153 7 9 6 306446 0.350787
7320 153 7 9 6 102242 0.201944
164 153 7 9 6 4180.16 19.1694
6693 153 7 9 6 62273.8 0.209091
3143 153 7 9 6 224.156 0.226213
6375 153 7 9 6 24360.6 0.138575
4192 153 7 9 6 36279.8 0.21652
3786 153 7 9 6 312153 0.210895
957 153 7 9 6 214185 0.138748
1333 153 7 9 6 37064.1 0.138128
9793 153 7 9 6 10128.4 0.202689
5185 153 7 9 6 65785.4 0.205958
8751 153 7 9 6 1.45099e+07 32.785
16 153 7 9 6 12459.4 0.138763
6375 153 7 9 6 24360.6 0.138224
7342 153 7 9 6 3780.77 0.220334
6024 153 7 9 6 84016.3 0.135097
4240 153 7 9 6 7080.86 24.3076
980 153 7 9 6 11613.2 0.135422
9137 153 7 9 6 30998.1 0.138072
772 153 7 9 6 682.285 0.303807
3804 153 7 9 6 131489 0.134979
3478 153 7 9 6 770085 0.208506
2516 153 7 9 6 2282.96 0.208148
1864 153 7 9 6 9412.93 0.137434
1475 153 7 9 6 38608.1 0.386983
3954 153 7 9 6 691586 0.148664
2701 153 7 9 6 82618.2 0.213183
7643 153 7 9 6 1637.93 0.145254
9934 153 7 9 6 440.522 0.428637
3879 153 7 9 6 950.194 4.10537
7330 153 7 9 6 1755.52 28.395
7994 153 7 9 6 0.999498 59.4548
5298 153 7 9 6 1271.95 0.137295
2236 153 7 9 6 107973 0.14184
3306 153 7 9 6 42372 0.137998
551 153 7 9 6 23222.6 0.13664
754 153 7 9 6 13549.3 0.215906
8005 153 7 9 6 120486 0.137628
9212 153 7 9 6 1.89192e+07 0.208022
3284 153 7 9 6 40298.8 0.13505
5042 153 7 9 6 11501.4 2.07814
8136 153 7 9 6 26636.5 0.21334
3064 153 7 9 6 0.522569 52.1642
4265 153 7 9 6 1308.13 0.215662
