Seed  np arch1 arch2 arch3 chi2/dat duration
9957 143 6 7 9 0.515179 46.7793
7816 143 6 7 9 987.239 0.507369
360 143 6 7 9 40547.2 0.197698
5320 143 6 7 9 275566 0.20145
954 143 6 7 9 2086.96 45.3449
8330 143 6 7 9 82.3081 39.2569
7574 143 6 7 9 120277 0.125813
187 143 6 7 9 1113.17 28.1619
558 143 6 7 9 2443.39 5.93647
1603 143 6 7 9 9884.76 3.4298
4622 143 6 7 9 32352.5 11.7195
7559 143 6 7 9 15372.9 0.188172
3467 143 6 7 9 3429.66 0.195074
1367 143 6 7 9 2.06868 57.2663
3929 143 6 7 9 5089.63 0.195006
9710 143 6 7 9 211591 0.131187
8370 143 6 7 9 38485.3 0.190252
6146 143 6 7 9 19173 20.3925
4461 143 6 7 9 12463.9 0.133144
5369 143 6 7 9 3466.73 0.204093
9516 143 6 7 9 18277.6 6.83112
137 143 6 7 9 4267.36 0.136483
3541 143 6 7 9 64238.1 0.195887
4995 143 6 7 9 0.545877 52.7409
6668 143 6 7 9 36.0055 56.3034
2285 143 6 7 9 286203 0.190515
413 143 6 7 9 6.9766e+06 0.186361
2498 143 6 7 9 13525.2 0.198228
483 143 6 7 9 6.04954 40.5111
2702 143 6 7 9 1875.07 0.133225
4733 143 6 7 9 32536.2 0.18939
5961 143 6 7 9 1994.95 0.195316
4136 143 6 7 9 114678 0.186586
2383 143 6 7 9 1.57499e+07 0.186551
133 143 6 7 9 1.04488 53.4786
6516 143 6 7 9 26977.4 0.187416
5368 143 6 7 9 2348.51 0.194395
5176 143 6 7 9 3.2174e+06 0.197897
5631 143 6 7 9 71976.8 0.200913
2735 143 6 7 9 44834.1 1.2058
7303 143 6 7 9 645141 0.127343
8959 143 6 7 9 1.02965e+06 0.186691
5519 143 6 7 9 2.19759 46.7463
9226 143 6 7 9 108685 0.126846
1269 143 6 7 9 99370.5 0.18658
2793 143 6 7 9 106202 0.186763
6707 143 6 7 9 45413.3 0.201445
5956 143 6 7 9 17600.6 0.128903
2436 143 6 7 9 376696 0.127688
2499 143 6 7 9 221.306 0.205079
9605 143 6 7 9 3180.6 0.8336
