Seed  np arch1 arch2 arch3 chi2/dat duration
746 132 10 5 8 64.3754 54.5133
4961 132 10 5 8 117.718 51.5398
536 132 10 5 8 428.131 18.7752
7527 132 10 5 8 187828 0.170848
8468 132 10 5 8 565172 0.117014
7480 132 10 5 8 62192.5 0.116292
4887 132 10 5 8 73474.6 0.117017
9122 132 10 5 8 7789.86 0.116649
1229 132 10 5 8 21945.6 0.115595
6544 132 10 5 8 15282.2 0.11681
2889 132 10 5 8 958.487 0.122034
8988 132 10 5 8 20172.6 0.184384
2099 132 10 5 8 249212 2.08883
8204 132 10 5 8 1.65359e+06 0.115945
1565 132 10 5 8 11269.4 0.170568
2279 132 10 5 8 9823.83 0.116127
9012 132 10 5 8 2992.76 0.170502
429 132 10 5 8 3.16076e+06 0.17756
7591 132 10 5 8 14313.1 0.11692
3578 132 10 5 8 1.66676e+07 0.171335
2635 132 10 5 8 26810.6 0.11667
8466 132 10 5 8 8881.22 0.184377
3970 132 10 5 8 0.782462 41.3663
1319 132 10 5 8 1.80147e+06 0.11709
7124 132 10 5 8 17248.9 0.11641
2484 132 10 5 8 330682 0.173271
9872 132 10 5 8 17518.3 0.125209
2734 132 10 5 8 69498.1 5.77624
385 132 10 5 8 2532.74 0.116084
5054 132 10 5 8 0.930466 47.3107
3482 132 10 5 8 1.36092e+06 0.181971
674 132 10 5 8 8.49267 49.81
2409 132 10 5 8 12642.5 1.35175
3534 132 10 5 8 39569 0.179906
1496 132 10 5 8 15921.7 0.117391
2827 132 10 5 8 9384.45 0.115881
78 132 10 5 8 2.19362e+09 0.173941
2169 132 10 5 8 0.58691 38.4786
7486 132 10 5 8 167543 0.117847
9942 132 10 5 8 82.1037 40.5776
6729 132 10 5 8 775.786 0.117379
885 132 10 5 8 364142 0.115479
4029 132 10 5 8 337.948 0.183881
2457 132 10 5 8 1630.84 0.123952
4259 132 10 5 8 76.0512 47.2457
1475 132 10 5 8 106975 0.116845
4106 132 10 5 8 17095 0.115145
2407 132 10 5 8 43098.1 0.114595
5652 132 10 5 8 40879.3 0.117375
7235 132 10 5 8 83140 0.123399
3149 132 10 5 8 1.26521 40.0921
