Seed  np arch1 arch2 arch3 chi2/dat duration
4420 131 5 9 6 11925.6 0.172413
1805 131 5 9 6 268656 0.177729
5921 131 5 9 6 425.239 53.1586
3143 131 5 9 6 231.485 0.360799
9750 131 5 9 6 18238.8 0.187988
9613 131 5 9 6 41083.9 0.188626
8330 131 5 9 6 6.45032 41.8109
1665 131 5 9 6 422.857 6.9798
2290 131 5 9 6 5999.28 28.8023
5753 131 5 9 6 2155.68 0.18055
1804 131 5 9 6 1116.58 0.185221
6026 131 5 9 6 25054.9 0.358546
700 131 5 9 6 5208.62 0.113605
6483 131 5 9 6 66143.3 4.0776
9955 131 5 9 6 1554.18 0.186467
4283 131 5 9 6 15258.5 0.115963
1850 131 5 9 6 9460.09 4.24028
2044 131 5 9 6 6597.22 0.176525
4572 131 5 9 6 76152 0.170297
9992 131 5 9 6 32761.5 3.08215
396 131 5 9 6 90360.2 0.116183
4741 131 5 9 6 14959.1 12.8184
554 131 5 9 6 10013.9 0.187865
4307 131 5 9 6 99435.4 0.182541
2995 131 5 9 6 256.411 52.2647
56 131 5 9 6 2402.03 0.174488
805 131 5 9 6 11915 13.3887
4449 131 5 9 6 1797.62 0.171262
4526 131 5 9 6 1097.59 0.121701
9767 131 5 9 6 308472 0.116376
4286 131 5 9 6 81003 0.168962
5050 131 5 9 6 3436.54 0.122893
1575 131 5 9 6 26367.2 0.11393
8361 131 5 9 6 76.3912 50.2473
2786 131 5 9 6 14651.6 0.169295
2415 131 5 9 6 45443.8 0.189806
5151 131 5 9 6 59702.8 0.115575
2186 131 5 9 6 528.719 0.177918
3772 131 5 9 6 2.27164e+09 0.11649
8351 131 5 9 6 9647.9 0.171676
6419 131 5 9 6 21243.8 0.180485
6600 131 5 9 6 587.263 1.29326
2032 131 5 9 6 44139.8 0.18355
5762 131 5 9 6 883.386 24.5724
6367 131 5 9 6 1.0272e+06 0.112627
7609 131 5 9 6 1.37814e+06 24.7378
2356 131 5 9 6 33572.6 0.169213
4050 131 5 9 6 9879.32 0.116055
7312 131 5 9 6 26571.3 0.1758
9302 131 5 9 6 54966.2 0.16865
2065 131 5 9 6 1797.17 0.124731
