Seed  np arch1 arch2 chi2/dat duration
852 69 10 4 10839.2 0.103843
5495 69 10 4 2.52465e+07 0.0739917
7945 69 10 4 182150 0.0753504
8617 69 10 4 53316 0.0735426
6421 69 10 4 33202.2 0.0701497
8221 69 10 4 2357.95 1.32411
7441 69 10 4 17040.8 0.0730572
6368 69 10 4 6922.51 0.0722352
6640 69 10 4 3058.33 20.5405
1855 69 10 4 4224.43 0.0995362
1714 69 10 4 260.819 16.3872
1331 69 10 4 13769.4 0.0751806
8048 69 10 4 28675.2 0.0739588
6303 69 10 4 2580.63 0.0749956
9583 69 10 4 7338.59 0.0708459
5600 69 10 4 268232 0.0701359
2443 69 10 4 0.58236 18.7939
63 69 10 4 1963.61 0.0471964
7358 69 10 4 174391 0.0717855
4133 69 10 4 1187.28 0.0510643
473 69 10 4 0.489157 19.8427
122 69 10 4 2.16037e+06 0.0472989
288 69 10 4 8203.4 0.0774111
1990 69 10 4 1203.82 0.0744143
5882 69 10 4 6634.46 15.2266
9099 69 10 4 1809.77 0.0701978
6228 69 10 4 15476 0.0768318
9771 69 10 4 9.48014e+06 0.070669
4645 69 10 4 186246 0.0470944
1983 69 10 4 3005.14 17.2891
5078 69 10 4 192929 0.101725
2113 69 10 4 36.097 20.2828
5280 69 10 4 31.3017 17.4525
1536 69 10 4 4064.34 0.0770239
2377 69 10 4 9197.2 0.0768085
597 69 10 4 25989.4 0.073584
7644 69 10 4 1309.46 0.0737407
852 69 10 4 10839.2 0.103272
2511 69 10 4 51.18 21.5683
7190 69 10 4 1.03024e+06 0.0752298
1666 69 10 4 295.195 12.8897
1669 69 10 4 109172 0.0737144
4025 69 10 4 10.3122 20.4177
7750 69 10 4 21791.4 0.0692541
630 69 10 4 58992.4 0.0696487
461 69 10 4 2725.28 0.0538613
7541 69 10 4 3597.96 0.420724
3771 69 10 4 27878 0.0474937
6993 69 10 4 0.496094 20.3724
7576 69 10 4 14113.8 0.105295
2843 69 10 4 445437 5.58568
