Seed  np arch1 arch2 chi2/dat duration
8649 97 8 8 20.1071 3.89349
8559 97 8 8 0.88625 3.82186
3718 97 8 8 2.80932 3.96249
5466 97 8 8 0.861366 3.29679
4206 97 8 8 17.0549 3.70211
9888 97 8 8 0.59921 3.75918
2575 97 8 8 0.830578 3.63294
9241 97 8 8 63.8383 2.44181
7013 97 8 8 65.4595 3.61195
9757 97 8 8 1.41334 3.63044
1260 97 8 8 67.0391 3.42866
1593 97 8 8 2283.6 4.09916
6832 97 8 8 0.571562 3.75818
7491 97 8 8 0.726293 4.06548
9463 97 8 8 0.447087 3.83843
3609 97 8 8 2.11639 3.6421
9767 97 8 8 1.51496 3.37854
72 97 8 8 3.54242 3.45733
733 97 8 8 17.549 3.8048
560 97 8 8 36.0722 3.71987
2008 97 8 8 120.64 3.78142
3788 97 8 8 4.8233 3.87627
6665 97 8 8 202.506 4.04378
1891 97 8 8 146.953 4.04755
6485 97 8 8 17.0182 3.91099
1443 97 8 8 2.38856 3.81137
4153 97 8 8 8.38049 3.65298
2074 97 8 8 8.06042 3.57306
1513 97 8 8 1.39296 3.68877
1384 97 8 8 5.52938 3.40894
5170 97 8 8 0.287131 3.83185
1969 97 8 8 47.9067 3.79426
2635 97 8 8 1.23486 3.65181
1257 97 8 8 89.6108 0.0305594
7203 97 8 8 151.592 3.72127
6465 97 8 8 0.61588 3.68664
6300 97 8 8 2118.43 3.86645
810 97 8 8 247.019 3.5787
2990 97 8 8 0.417008 3.62717
4056 97 8 8 344.116 3.69624
7714 97 8 8 66.9444 3.9077
9086 97 8 8 4.25456 3.51225
9491 97 8 8 1.24827 3.71996
909 97 8 8 1.76695 3.91138
9728 97 8 8 0.436232 3.63768
1163 97 8 8 1.11866 4.12595
4133 97 8 8 1.27313 3.41108
1302 97 8 8 0.547726 3.64519
6862 97 8 8 20.5092 4.11418
6886 97 8 8 0.416652 3.68756
7614 97 8 8 110.356 0.347602
