Seed  np arch1 arch2 arch3 chi2/dat duration
6820 119 6 8 5 422.031 0.094799
4613 119 6 8 5 248.354 0.257342
4190 119 6 8 5 100.078 5.46417
710 119 6 8 5 419.014 5.17495
6472 119 6 8 5 1.7343 5.02984
3330 119 6 8 5 76.2644 0.637921
3561 119 6 8 5 5.16613 4.76472
2335 119 6 8 5 256.242 5.59655
3427 119 6 8 5 326.08 0.0791143
3066 119 6 8 5 96.9009 5.06776
4161 119 6 8 5 3597.79 4.9819
621 119 6 8 5 1399.79 0.0356174
3309 119 6 8 5 238.309 0.0573193
2236 119 6 8 5 1311.84 5.57733
421 119 6 8 5 6.53231 4.76168
216 119 6 8 5 294.192 5.36819
8856 119 6 8 5 97.604 4.97376
8780 119 6 8 5 0.567784 5.2471
2695 119 6 8 5 26.4513 4.98501
8094 119 6 8 5 60.6707 0.0519656
7162 119 6 8 5 15.6537 4.68702
788 119 6 8 5 547.597 0.0632708
4913 119 6 8 5 62.237 0.536294
4607 119 6 8 5 113.061 4.82552
7167 119 6 8 5 0.368182 5.14563
7573 119 6 8 5 76.7193 4.92408
2269 119 6 8 5 99.876 0.0293553
1556 119 6 8 5 7.97717 5.34925
5506 119 6 8 5 338.311 0.0294048
8780 119 6 8 5 0.567784 5.25037
9925 119 6 8 5 133.497 4.86453
935 119 6 8 5 182.273 0.14616
2318 119 6 8 5 1.11724 4.80244
6979 119 6 8 5 110.692 4.69681
8643 119 6 8 5 329.563 0.110294
2497 119 6 8 5 1.90173 4.55635
4484 119 6 8 5 0.659692 4.61783
3359 119 6 8 5 396.895 0.0752252
1891 119 6 8 5 2212.46 0.0354173
9167 119 6 8 5 1.43674 4.67934
1325 119 6 8 5 144.726 0.0413397
8715 119 6 8 5 1151.87 0.0298249
8743 119 6 8 5 0.564646 4.8404
8523 119 6 8 5 122.325 6.292
9681 119 6 8 5 1.31821 4.82463
4775 119 6 8 5 0.555328 4.66816
5098 119 6 8 5 42.2627 5.09749
7896 119 6 8 5 926.675 0.605373
8121 119 6 8 5 11.3768 5.1446
6762 119 6 8 5 2.66579 5.26699
4087 119 6 8 5 66.241 5.15188
