Seed  np arch1 arch2 arch3 chi2/dat duration
95 149 10 8 4 294.875 0.129022
1876 149 10 8 4 225.798 0.233969
2723 149 10 8 4 434.37 0.039813
9653 149 10 8 4 5.98213 5.54713
2067 149 10 8 4 2.40875 5.8089
7693 149 10 8 4 3076.63 0.470562
541 149 10 8 4 60.6211 5.99077
9256 149 10 8 4 23.3966 5.94042
5418 149 10 8 4 583.872 0.0834857
1560 149 10 8 4 474.724 6.01092
2409 149 10 8 4 1409.5 0.0504191
1027 149 10 8 4 20.9372 5.32714
5398 149 10 8 4 650.536 6.60754
3850 149 10 8 4 29.5599 5.55129
2363 149 10 8 4 4.42222 5.74485
2346 149 10 8 4 5.87065 5.97083
5552 149 10 8 4 474.35 0.0338317
6564 149 10 8 4 303.718 0.18339
4690 149 10 8 4 35.9776 5.47389
7761 149 10 8 4 16820 0.0862714
7543 149 10 8 4 51.6579 5.48724
2111 149 10 8 4 1279.85 0.145388
1216 149 10 8 4 29475.6 0.28362
6486 149 10 8 4 123.025 0.043465
4193 149 10 8 4 194.98 5.78887
7409 149 10 8 4 9.78396 5.56967
1955 149 10 8 4 49.1778 6.2252
3612 149 10 8 4 0.798486 5.61201
2134 149 10 8 4 127.865 0.129076
8313 149 10 8 4 50.8656 6.06032
4605 149 10 8 4 76.9015 0.495504
2355 149 10 8 4 1931.13 5.83252
2249 149 10 8 4 21.8975 5.44082
8920 149 10 8 4 318.35 0.440103
3595 149 10 8 4 0.307399 5.55805
2267 149 10 8 4 1.42552 5.24304
8663 149 10 8 4 1255.63 0.144476
3930 149 10 8 4 2.55352 5.80989
722 149 10 8 4 186.175 6.26251
9796 149 10 8 4 46.9913 5.97432
8677 149 10 8 4 96.3204 0.106431
9249 149 10 8 4 90.7721 0.163548
1155 149 10 8 4 220.94 1.44895
9832 149 10 8 4 284.91 5.91748
4666 149 10 8 4 36.4341 6.75559
2337 149 10 8 4 119.934 0.0663381
9431 149 10 8 4 0.642411 5.6972
4154 149 10 8 4 1035.99 6.26508
1608 149 10 8 4 65.546 0.269793
7422 149 10 8 4 340.339 0.0465856
5941 149 10 8 4 124.955 6.08158
